address,lat,lon,start
"1-й Загородный переулок, 16",53.9059041,27.519566,2016-05-31
"1-й Загородный переулок, 20",53.9054885,27.5206895,2016-05-31
"1-й Загородный переулок, 22",53.9049048,27.5206778,2016-05-31
"1-й Загородный переулок, 22А",53.9051149,27.5202751,2016-05-31
"1-й Загородный переулок, 3",53.9049495,27.5223972,2016-05-31
"1-й Загородный переулок, 9",53.9035204,27.5216919,2016-05-31
"1-й переулок Окрестина, 36",53.882152,27.493559,2016-05-12
"1-й переулок Окрестина, 36А",53.882163,27.494547,2016-05-12
"1-й переулок Окрестина, 38",53.882221,27.492571,2016-05-12
"1-й переулок Фомина, 8",53.853094,27.520751,2016-05-19
"2-й Долгиновский переулок, 62,",53.938262,27.547449,2016-05-30
"2-й Прилукский переулок, 11",53.882709,27.488299,2016-05-12
"2-й Прилукский переулок, 3",53.8834895,27.4931705,2016-05-12
"2-й Прилукский переулок, 38",53.884604,27.492122,2016-05-12
"2-й Прилукский переулок, 5",53.883787,27.4910025,2016-05-12
"2-й Прилукский переулок, 6",53.8850565,27.4925708,2016-05-12
"2-й Прилукский переулок, 7",53.8830315,27.492191,2016-05-12
"2-й Прилукский переулок, 9",53.883394,27.4907215,2016-05-12
"2-й Холмогорский переулок, 32",53.888616,27.650953,2016-05-11
"2-й переулок Багратиона, 22",53.908172,27.623905,2016-05-11
"2-й переулок Багратиона, 22А",53.907986,27.624354,2016-05-11
"2-й переулок Багратиона, 24",53.908591,27.623896,2016-05-11
"2-й переулок Багратиона, 28",53.909424,27.623923,2016-05-11
"2-й переулок Багратиона, 30",53.909673,27.624075,2016-05-11
"2-й переулок Багратиона, 32",53.909827,27.624489,2016-05-11
"2-й переулок Розы Люксембург, 1",53.894055,27.527578,2016-05-12
"2-й переулок Розы Люксембург, 3",53.894517,27.528189,2016-05-12
"2-й переулок Розы Люксембург, 4",53.894782,27.528872,2016-05-12
"2-й переулок Розы Люксембург, 5",53.894925,27.527605,2016-05-12
"2-й переулок Розы Люксембург, 6",53.895456,27.528171,2016-05-12
"2-й переулок Розы Люксембург, 7",53.895498,27.527129,2016-05-12
"2-й переулок Розы Люксембург, 8",53.895774,27.528647,2016-05-12
"2-й переулок Тимошенко, 2",53.895212,27.462181,2016-05-24
"2-й переулок Тимошенко, 3",53.894299,27.459791,2016-05-24
"2-я улица Пржевальского, 1",53.8742474,27.6649539,2016-05-11
"2-я улица Пржевальского, 11",53.8760772,27.6634337,2016-05-11
"2-я улица Пржевальского, 13",53.8763445,27.6631295,2016-05-11
"2-я улица Пржевальского, 15",53.8765563,27.6628605,2016-05-11
"2-я улица Пржевальского, 17",53.8767722,27.6626157,2016-05-11
"2-я улица Пржевальского, 19",53.8771242,27.6622649,2016-05-11
"2-я улица Пржевальского, 21",53.8777345,27.661704,2016-05-11
"2-я улица Пржевальского, 23",53.8776269,27.661314,2016-05-11
"2-я улица Пржевальского, 25",53.877515,27.6609085,2016-05-11
"2-я улица Пржевальского, 27",53.8774065,27.6604765,2016-05-11
"2-я улица Пржевальского, 29",53.877145,27.6601275,2016-05-11
"2-я улица Пржевальского, 3",53.8744843,27.6648368,2016-05-11
"2-я улица Пржевальского, 31",53.8769061,27.659882,2016-05-11
"2-я улица Пржевальского, 7",53.875098,27.664392,2016-05-11
"2-я улица Пржевальского, 9",53.8755983,27.6640943,2016-05-11
"3-й Короткий переулок, 5",53.8910331,27.4811979,2016-05-12
"4-й Загородный переулок, 10",53.9016077,27.512993,2016-05-31
"4-й Загородный переулок, 12",53.9019377,27.5127095,2016-05-31
"4-й Загородный переулок, 14",53.9021475,27.5126062,2016-05-31
"4-й Загородный переулок, 16",53.9024786,27.5126697,2016-05-31
"4-й Загородный переулок, 17",53.9016081,27.5123492,2016-05-31
"4-й Загородный переулок, 19",53.9018675,27.5121711,2016-05-31
"4-й Загородный переулок, 21",53.9019707,27.5121626,2016-05-31
"4-й Загородный переулок, 22",53.903099,27.5119955,2016-05-31
"4-й Загородный переулок, 24",53.9034355,27.5118659,2016-05-31
"4-й Загородный переулок, 26",53.9036697,27.5115795,2016-05-31
"4-й Загородный переулок, 27",53.9024727,27.5117067,2016-05-31
"4-й Загородный переулок, 28",53.9040156,27.5113202,2016-05-31
"4-й Загородный переулок, 30",53.9042237,27.511165,2016-05-31
"4-й Загородный переулок, 31",53.9028947,27.5114101,2016-05-31
"4-й Загородный переулок, 34",53.9043589,27.5110966,2016-05-31
"4-й Загородный переулок, 38",53.9045804,27.511326,2016-05-31
"4-й Загородный переулок, 40",53.9046216,27.510957,2016-05-31
"4-й Загородный переулок, 47А",53.9041861,27.5105207,2016-05-31
"4-й Загородный переулок, 56А",53.9065592,27.5102837,2016-05-31
"4-й Загородный переулок, 58А",53.9070815,27.5098736,2016-05-31
"4-й Загородный переулок, 58Б",53.9072132,27.5102574,2016-05-31
"4-й Загородный переулок, 6",53.901126,27.5132595,2016-05-31
"4-й Загородный переулок, 60",53.9074517,27.5091329,2016-05-31
"4-й Загородный переулок, 64А",53.9078515,27.5093185,2016-05-31
"4-й Загородный переулок, 7",53.900727,27.5129101,2016-05-31
"4-й Загородный переулок, 8",53.9013316,27.513134,2016-05-31
"4-й Загородный переулок, 9",53.9008551,27.5128535,2016-05-31
"Автозаводская улица, 1",53.8742889,27.6578382,2016-05-11
"Автозаводская улица, 10",53.8736479,27.6588066,2016-05-11
"Автозаводская улица, 11",53.8737654,27.6596459,2016-05-11
"Автозаводская улица, 12",53.8735806,27.6590312,2016-05-11
"Автозаводская улица, 13",53.8736468,27.6600929,2016-05-11
"Автозаводская улица, 14",53.8734776,27.6594485,2016-05-11
"Автозаводская улица, 15",53.8735761,27.660576,2016-05-11
"Автозаводская улица, 16",53.8733354,27.6592452,2016-05-11
"Автозаводская улица, 17",53.8737351,27.661041,2016-05-11
"Автозаводская улица, 18",53.8732526,27.659637,2016-05-11
"Автозаводская улица, 19",53.873861,27.6614985,2016-05-11
"Автозаводская улица, 2",53.8740015,27.657489,2016-05-11
"Автозаводская улица, 20",53.8733889,27.6597932,2016-05-11
"Автозаводская улица, 22",53.8732817,27.6600704,2016-05-11
"Автозаводская улица, 23",53.8740973,27.6622051,2016-05-11
"Автозаводская улица, 25",53.8742474,27.662577,2016-05-11
"Автозаводская улица, 27",53.8746052,27.6624602,2016-05-11
"Автозаводская улица, 28",53.8729392,27.6601858,2016-05-11
"Автозаводская улица, 29",53.874864,27.6622309,2016-05-11
"Автозаводская улица, 31",53.8750428,27.6618639,2016-05-11
"Автозаводская улица, 32",53.8732448,27.6604363,2016-05-11
"Автозаводская улица, 33",53.8751766,27.6615092,2016-05-11
"Автозаводская улица, 35",53.8752735,27.661013,2016-05-11
"Автозаводская улица, 37",53.8754037,27.6605838,2016-05-11
"Автозаводская улица, 38",53.8734983,27.6612436,2016-05-11
"Автозаводская улица, 39",53.8755884,27.6599639,2016-05-11
"Автозаводская улица, 4",53.8739354,27.6577507,2016-05-11
"Автозаводская улица, 40",53.8736523,27.6616671,2016-05-11
"Автозаводская улица, 42",53.8738143,27.6620914,2016-05-11
"Автозаводская улица, 43",53.8757788,27.6590756,2016-05-11
"Автозаводская улица, 44",53.87392,27.6625321,2016-05-11
"Автозаводская улица, 46",53.8740839,27.6629262,2016-05-11
"Автозаводская улица, 50",53.8744665,27.6629921,2016-05-11
"Автозаводская улица, 52",53.874724,27.6628641,2016-05-11
"Автозаводская улица, 56",53.874996,27.6626391,2016-05-11
"Автозаводская улица, 58",53.8752732,27.6621291,2016-05-11
"Автозаводская улица, 6",53.8738569,27.6579392,2016-05-11
"Автозаводская улица, 60",53.8753638,27.6616589,2016-05-11
"Автозаводская улица, 62",53.8754917,27.6612162,2016-05-11
"Автозаводская улица, 64",53.8756108,27.6607621,2016-05-11
"Автозаводская улица, 70",53.8760389,27.6592856,2016-05-11
"Автозаводская улица, 8",53.8737465,27.6584995,2016-05-11
"Автозаводская улица, 9",53.8738714,27.6591942,2016-05-11
"Автозаводской переулок, 1",53.8748998,27.6583546,2016-05-11
"Автозаводской переулок, 10",53.8741287,27.6599298,2016-05-11
"Автозаводской переулок, 11",53.8745508,27.6609769,2016-05-11
"Автозаводской переулок, 12",53.8739912,27.6603245,2016-05-11
"Автозаводской переулок, 13",53.8746873,27.6605658,2016-05-11
"Автозаводской переулок, 14",53.8740828,27.6606978,2016-05-11
"Автозаводской переулок, 15",53.874796,27.6601267,2016-05-11
"Автозаводской переулок, 17",53.8749397,27.6594669,2016-05-11
"Автозаводской переулок, 18",53.8743249,27.6614422,2016-05-11
"Автозаводской переулок, 2",53.8746291,27.6581335,2016-05-11
"Автозаводской переулок, 20",53.8744726,27.6618482,2016-05-11
"Автозаводской переулок, 21",53.8752022,27.658614,2016-05-11
"Автозаводской переулок, 22",53.8746865,27.6615775,2016-05-11
"Автозаводской переулок, 24",53.8747925,27.661169,2016-05-11
"Автозаводской переулок, 26",53.8749094,27.6607466,2016-05-11
"Автозаводской переулок, 28",53.8750276,27.6602953,2016-05-11
"Автозаводской переулок, 30",53.8752216,27.6596732,2016-05-11
"Автозаводской переулок, 34",53.8754405,27.6588331,2016-05-11
"Автозаводской переулок, 5",53.8746827,27.659269,2016-05-11
"Автозаводской переулок, 6",53.8743526,27.6590352,2016-05-11
"Автозаводской переулок, 7",53.8744446,27.6598422,2016-05-11
"Автозаводской переулок, 8",53.8742472,27.6594899,2016-05-11
"Автозаводской переулок, 9",53.874314,27.6602634,2016-05-11
"Алтайская улица, 1",53.8700065,27.6683644,2016-05-11
"Алтайская улица, 100",53.8727972,27.670831,2016-05-11
"Алтайская улица, 101",53.8786903,27.6657413,2016-05-11
"Алтайская улица, 102 к1",53.872643,27.671432,2016-05-11
"Алтайская улица, 102 к2",53.872212,27.6713965,2016-05-11
"Алтайская улица, 102 к3",53.872142,27.6724885,2016-05-11
"Алтайская улица, 103",53.8788324,27.6655629,2016-05-11
"Алтайская улица, 105",53.8789194,27.6653191,2016-05-11
"Алтайская улица, 106",53.8733638,27.6711734,2016-05-11
"Алтайская улица, 107",53.8791308,27.6650822,2016-05-11
"Алтайская улица, 11",53.8709026,27.6689782,2016-05-11
"Алтайская улица, 110",53.8737918,27.6710785,2016-05-11
"Алтайская улица, 111",53.8794018,27.6647437,2016-05-11
"Алтайская улица, 112",53.8740118,27.6709301,2016-05-11
"Алтайская улица, 113",53.8795134,27.664575,2016-05-11
"Алтайская улица, 114",53.874213,27.6707487,2016-05-11
"Алтайская улица, 115",53.879705,27.6643875,2016-05-11
"Алтайская улица, 116",53.8743401,27.6706441,2016-05-11
"Алтайская улица, 117",53.8798491,27.6641821,2016-05-11
"Алтайская улица, 118",53.8745255,27.6705592,2016-05-11
"Алтайская улица, 119",53.8799557,27.6638944,2016-05-11
"Алтайская улица, 11А",53.870994,27.6687038,2016-05-11
"Алтайская улица, 120",53.8747077,27.6704645,2016-05-11
"Алтайская улица, 121",53.8801558,27.6638084,2016-05-11
"Алтайская улица, 122",53.8748821,27.6704386,2016-05-11
"Алтайская улица, 124",53.8750603,27.6702292,2016-05-11
"Алтайская улица, 125",53.8804553,27.6633834,2016-05-11
"Алтайская улица, 126",53.8753246,27.6700791,2016-05-11
"Алтайская улица, 127",53.8806004,27.663187,2016-05-11
"Алтайская улица, 128",53.8754382,27.6699885,2016-05-11
"Алтайская улица, 129",53.8807387,27.6630104,2016-05-11
"Алтайская улица, 13",53.8712026,27.6691757,2016-05-11
"Алтайская улица, 130",53.8756067,27.6699652,2016-05-11
"Алтайская улица, 131",53.8808945,27.662782,2016-05-11
"Алтайская улица, 132",53.8757665,27.6698131,2016-05-11
"Алтайская улица, 133",53.8810261,27.662617,2016-05-11
"Алтайская улица, 134",53.8759313,27.6697824,2016-05-11
"Алтайская улица, 136",53.8761011,27.6696696,2016-05-11
"Алтайская улица, 138",53.8762935,27.6695718,2016-05-11
"Алтайская улица, 13А",53.8711937,27.6688438,2016-05-11
"Алтайская улица, 140",53.8765042,27.6693197,2016-05-11
"Алтайская улица, 142",53.8766349,27.6691728,2016-05-11
"Алтайская улица, 144",53.8767823,27.6689319,2016-05-11
"Алтайская улица, 146",53.8768905,27.6687923,2016-05-11
"Алтайская улица, 148",53.8770144,27.6685819,2016-05-11
"Алтайская улица, 15",53.8714063,27.6693467,2016-05-11
"Алтайская улица, 150",53.8771686,27.6683984,2016-05-11
"Алтайская улица, 152",53.8773017,27.6681924,2016-05-11
"Алтайская улица, 154",53.8774163,27.6680666,2016-05-11
"Алтайская улица, 156",53.8776893,27.6676987,2016-05-11
"Алтайская улица, 158",53.877822,27.6675333,2016-05-11
"Алтайская улица, 160",53.8780036,27.6672681,2016-05-11
"Алтайская улица, 162",53.8781747,27.6672406,2016-05-11
"Алтайская улица, 164",53.8782644,27.6669152,2016-05-11
"Алтайская улица, 164 к1",53.8795731,27.6662908,2016-05-11
"Алтайская улица, 164 к2",53.8802862,27.6655925,2016-05-11
"Алтайская улица, 166",53.8784037,27.6667253,2016-05-11
"Алтайская улица, 166 к1",53.8810565,27.6643835,2016-05-11
"Алтайская улица, 166 к2",53.8817827,27.6638026,2016-05-11
"Алтайская улица, 168",53.8785806,27.6665108,2016-05-11
"Алтайская улица, 17",53.8715981,27.6693932,2016-05-11
"Алтайская улица, 170",53.8786919,27.6663709,2016-05-11
"Алтайская улица, 172",53.8788515,27.666144,2016-05-11
"Алтайская улица, 174",53.8789914,27.6659579,2016-05-11
"Алтайская улица, 176",53.8791347,27.6657247,2016-05-11
"Алтайская улица, 178",53.8793445,27.6654861,2016-05-11
"Алтайская улица, 180",53.8794122,27.6653562,2016-05-11
"Алтайская улица, 182",53.8795826,27.665132,2016-05-11
"Алтайская улица, 184",53.8797085,27.6649393,2016-05-11
"Алтайская улица, 186",53.8798883,27.6646799,2016-05-11
"Алтайская улица, 188",53.8800174,27.664544,2016-05-11
"Алтайская улица, 19",53.8716881,27.6694558,2016-05-11
"Алтайская улица, 190",53.8802013,27.6643664,2016-05-11
"Алтайская улица, 192",53.8803033,27.6641229,2016-05-11
"Алтайская улица, 194",53.8804674,27.6639489,2016-05-11
"Алтайская улица, 196",53.880581,27.663763,2016-05-11
"Алтайская улица, 198",53.8807966,27.6635961,2016-05-11
"Алтайская улица, 1А",53.8695505,27.6678962,2016-05-11
"Алтайская улица, 202",53.8810668,27.6631317,2016-05-11
"Алтайская улица, 204",53.8812108,27.6629613,2016-05-11
"Алтайская улица, 21",53.8718955,27.6696742,2016-05-11
"Алтайская улица, 222",53.8823369,27.661022,2016-05-11
"Алтайская улица, 224",53.8826466,27.6606804,2016-05-11
"Алтайская улица, 226",53.8826894,27.660383,2016-05-11
"Алтайская улица, 23",53.8720745,27.6698004,2016-05-11
"Алтайская улица, 230",53.8830764,27.6600268,2016-05-11
"Алтайская улица, 232",53.8832447,27.659927,2016-05-11
"Алтайская улица, 234",53.883353,27.6595149,2016-05-11
"Алтайская улица, 236",53.8837946,27.6600112,2016-05-11
"Алтайская улица, 238",53.8835772,27.6593243,2016-05-11
"Алтайская улица, 240",53.8839959,27.6598721,2016-05-11
"Алтайская улица, 244",53.8841044,27.6596211,2016-05-11
"Алтайская улица, 244А",53.8843774,27.660207,2016-05-11
"Алтайская улица, 248",53.8843334,27.6595098,2016-05-11
"Алтайская улица, 25",53.8722565,27.6699413,2016-05-11
"Алтайская улица, 250",53.884708,27.6593542,2016-05-11
"Алтайская улица, 252",53.8849682,27.6591802,2016-05-11
"Алтайская улица, 26",53.866211,27.6709155,2016-05-11
"Алтайская улица, 27",53.8724676,27.6700945,2016-05-11
"Алтайская улица, 28",53.8663323,27.670694,2016-05-11
"Алтайская улица, 29",53.8726288,27.6702156,2016-05-11
"Алтайская улица, 3",53.8701732,27.6683629,2016-05-11
"Алтайская улица, 30",53.8664852,27.6704649,2016-05-11
"Алтайская улица, 31",53.8727816,27.6703322,2016-05-11
"Алтайская улица, 32",53.8666221,27.6702532,2016-05-11
"Алтайская улица, 33",53.8729661,27.6704509,2016-05-11
"Алтайская улица, 34",53.8667742,27.6700406,2016-05-11
"Алтайская улица, 35",53.8731083,27.6705294,2016-05-11
"Алтайская улица, 36",53.8669109,27.6698023,2016-05-11
"Алтайская улица, 37",53.8733737,27.6706921,2016-05-11
"Алтайская улица, 38",53.8670721,27.669549,2016-05-11
"Алтайская улица, 40",53.8672223,27.6693178,2016-05-11
"Алтайская улица, 41",53.8735934,27.6703708,2016-05-11
"Алтайская улица, 42",53.8673799,27.6690987,2016-05-11
"Алтайская улица, 43",53.8739088,27.6703608,2016-05-11
"Алтайская улица, 44",53.8675411,27.6689351,2016-05-11
"Алтайская улица, 45",53.8741003,27.6703079,2016-05-11
"Алтайская улица, 46",53.8676958,27.6687908,2016-05-11
"Алтайская улица, 47",53.8742546,27.6702187,2016-05-11
"Алтайская улица, 48",53.8678973,27.6685931,2016-05-11
"Алтайская улица, 49",53.8743943,27.6701172,2016-05-11
"Алтайская улица, 5",53.8703106,27.6685513,2016-05-11
"Алтайская улица, 50",53.8680883,27.6686543,2016-05-11
"Алтайская улица, 51",53.8745884,27.6700302,2016-05-11
"Алтайская улица, 52",53.8682604,27.6684616,2016-05-11
"Алтайская улица, 53",53.8747782,27.669898,2016-05-11
"Алтайская улица, 54",53.8684667,27.6683953,2016-05-11
"Алтайская улица, 55",53.874954,27.669803,2016-05-11
"Алтайская улица, 56",53.8686832,27.6683442,2016-05-11
"Алтайская улица, 58",53.8688718,27.6684108,2016-05-11
"Алтайская улица, 59",53.8753551,27.6695805,2016-05-11
"Алтайская улица, 60",53.8690526,27.6683764,2016-05-11
"Алтайская улица, 61",53.8755104,27.6694926,2016-05-11
"Алтайская улица, 62",53.8692847,27.6685003,2016-05-11
"Алтайская улица, 63",53.8756978,27.6693847,2016-05-11
"Алтайская улица, 64 к1",53.8686195,27.669132,2016-05-11
"Алтайская улица, 64 к3",53.86927,27.6704135,2016-05-11
"Алтайская улица, 64 к4",53.8676238,27.6698792,2016-05-11
"Алтайская улица, 64 к5",53.86709,27.6705407,2016-05-11
"Алтайская улица, 65",53.8758703,27.6692879,2016-05-11
"Алтайская улица, 66",53.8696376,27.6686194,2016-05-11
"Алтайская улица, 66А",53.8695363,27.6694768,2016-05-11
"Алтайская улица, 67",53.8760549,27.6690715,2016-05-11
"Алтайская улица, 68",53.8698931,27.6687631,2016-05-11
"Алтайская улица, 69",53.8763463,27.6689156,2016-05-11
"Алтайская улица, 7",53.870482,27.6686901,2016-05-11
"Алтайская улица, 70",53.87006,27.6688812,2016-05-11
"Алтайская улица, 71",53.8764478,27.6687225,2016-05-11
"Алтайская улица, 72",53.8702329,27.6690126,2016-05-11
"Алтайская улица, 73",53.876609,27.6685718,2016-05-11
"Алтайская улица, 74",53.8704014,27.6691218,2016-05-11
"Алтайская улица, 75",53.8767233,27.6684167,2016-05-11
"Алтайская улица, 76",53.8706009,27.6692709,2016-05-11
"Алтайская улица, 77",53.8768508,27.6682456,2016-05-11
"Алтайская улица, 78",53.8707746,27.6693886,2016-05-11
"Алтайская улица, 78 к2",53.8701435,27.6696265,2016-05-11
"Алтайская улица, 78 к3",53.8702869,27.6705129,2016-05-11
"Алтайская улица, 79",53.8770014,27.6680179,2016-05-11
"Алтайская улица, 80",53.8710016,27.6695774,2016-05-11
"Алтайская улица, 81",53.8771036,27.6678686,2016-05-11
"Алтайская улица, 82",53.8712172,27.6697422,2016-05-11
"Алтайская улица, 83",53.877276,27.6676569,2016-05-11
"Алтайская улица, 84",53.8713943,27.6698437,2016-05-11
"Алтайская улица, 85",53.8775084,27.6672731,2016-05-11
"Алтайская улица, 87",53.877633,27.6671773,2016-05-11
"Алтайская улица, 88",53.8717691,27.6701114,2016-05-11
"Алтайская улица, 89",53.8778013,27.6669328,2016-05-11
"Алтайская улица, 9",53.8706384,27.6687932,2016-05-11
"Алтайская улица, 90",53.8719458,27.6702258,2016-05-11
"Алтайская улица, 90 к1",53.8713604,27.6705259,2016-05-11
"Алтайская улица, 91",53.8779492,27.6667654,2016-05-11
"Алтайская улица, 92",53.8721503,27.6703548,2016-05-11
"Алтайская улица, 93",53.8781217,27.6665265,2016-05-11
"Алтайская улица, 94",53.8723483,27.6705076,2016-05-11
"Алтайская улица, 95",53.8782388,27.6663761,2016-05-11
"Алтайская улица, 96",53.8724748,27.6705906,2016-05-11
"Алтайская улица, 97",53.8783889,27.6661866,2016-05-11
"Алтайская улица, 98",53.8726271,27.6707179,2016-05-11
"Алтайская улица, 99",53.8785085,27.6659784,2016-05-11
"Ангарская улица, 100",53.8836164,27.6758952,2016-05-11
"Ангарская улица, 101",53.8759055,27.6816725,2016-05-11
"Ангарская улица, 103",53.8763485,27.6814155,2016-05-11
"Ангарская улица, 105",53.8765732,27.6812397,2016-05-11
"Ангарская улица, 107",53.8767655,27.6811635,2016-05-11
"Ангарская улица, 109",53.8769395,27.6810635,2016-05-11
"Ангарская улица, 10 к1",53.8650128,27.6805183,2016-05-11
"Ангарская улица, 10 к2",53.8644847,27.6816714,2016-05-11
"Ангарская улица, 111",53.8771025,27.6809648,2016-05-11
"Ангарская улица, 113",53.8773095,27.680866,2016-05-11
"Ангарская улица, 115",53.8775495,27.6807075,2016-05-11
"Ангарская улица, 117",53.8777073,27.68052,2016-05-11
"Ангарская улица, 119",53.8779425,27.6804723,2016-05-11
"Ангарская улица, 121",53.8781105,27.6803725,2016-05-11
"Ангарская улица, 123",53.878286,27.6802545,2016-05-11
"Ангарская улица, 125",53.878511,27.680166,2016-05-11
"Ангарская улица, 127",53.8787468,27.6799361,2016-05-11
"Ангарская улица, 129",53.8789641,27.6797793,2016-05-11
"Ангарская улица, 12 к1",53.8655638,27.680954,2016-05-11
"Ангарская улица, 12 к2",53.8650299,27.6820342,2016-05-11
"Ангарская улица, 131",53.8791404,27.6797096,2016-05-11
"Ангарская улица, 133",53.8793424,27.6796018,2016-05-11
"Ангарская улица, 135",53.8795506,27.6794764,2016-05-11
"Ангарская улица, 137",53.879772,27.6793414,2016-05-11
"Ангарская улица, 139",53.8799385,27.6792666,2016-05-11
"Ангарская улица, 13 к1",53.864585,27.6775357,2016-05-11
"Ангарская улица, 13 к2",53.8651365,27.6766942,2016-05-11
"Ангарская улица, 141",53.8801201,27.6791491,2016-05-11
"Ангарская улица, 143",53.8803055,27.6790451,2016-05-11
"Ангарская улица, 145",53.8804527,27.6789672,2016-05-11
"Ангарская улица, 147",53.8806337,27.678839,2016-05-11
"Ангарская улица, 149",53.8808823,27.6785973,2016-05-11
"Ангарская улица, 14 к1",53.8660983,27.6813017,2016-05-11
"Ангарская улица, 14 к2",53.8655876,27.6824152,2016-05-11
"Ангарская улица, 151",53.8810491,27.678359,2016-05-11
"Ангарская улица, 153",53.8811826,27.6782357,2016-05-11
"Ангарская улица, 155",53.8813172,27.6780499,2016-05-11
"Ангарская улица, 157",53.8814657,27.6778846,2016-05-11
"Ангарская улица, 159",53.8815711,27.6777229,2016-05-11
"Ангарская улица, 15Б",53.8651296,27.6775894,2016-05-11
"Ангарская улица, 15В",53.8653089,27.6770267,2016-05-11
"Ангарская улица, 15 к1",53.8650083,27.6785191,2016-05-11
"Ангарская улица, 16",53.8660271,27.6835102,2016-05-11
"Ангарская улица, 160",53.8839452,27.6753549,2016-05-11
"Ангарская улица, 161",53.8816769,27.6775876,2016-05-11
"Ангарская улица, 162",53.8840802,27.6751736,2016-05-11
"Ангарская улица, 164",53.8842228,27.6749861,2016-05-11
"Ангарская улица, 166",53.8843634,27.6748413,2016-05-11
"Ангарская улица, 167",53.8822361,27.6768596,2016-05-11
"Ангарская улица, 168",53.884516,27.6745612,2016-05-11
"Ангарская улица, 169",53.8823716,27.676709,2016-05-11
"Ангарская улица, 170",53.8846431,27.6743688,2016-05-11
"Ангарская улица, 171",53.8825422,27.6764906,2016-05-11
"Ангарская улица, 172",53.8847949,27.6742275,2016-05-11
"Ангарская улица, 173",53.8826446,27.6762946,2016-05-11
"Ангарская улица, 175",53.8828307,27.676085,2016-05-11
"Ангарская улица, 176",53.8851016,27.673765,2016-05-11
"Ангарская улица, 177",53.8829199,27.675984,2016-05-11
"Ангарская улица, 178",53.8852524,27.6736173,2016-05-11
"Ангарская улица, 179",53.8830642,27.6757496,2016-05-11
"Ангарская улица, 180",53.8857341,27.6728996,2016-05-11
"Ангарская улица, 181",53.8832185,27.6755364,2016-05-11
"Ангарская улица, 182",53.8858791,27.6727315,2016-05-11
"Ангарская улица, 183",53.8833702,27.6753521,2016-05-11
"Ангарская улица, 184",53.8860394,27.6725557,2016-05-11
"Ангарская улица, 186",53.8861376,27.6723729,2016-05-11
"Ангарская улица, 187",53.8839197,27.674048,2016-05-11
"Ангарская улица, 188",53.8863134,27.6720975,2016-05-11
"Ангарская улица, 18 к1",53.8671405,27.6815977,2016-05-11
"Ангарская улица, 18 к2",53.8666825,27.6823991,2016-05-11
"Ангарская улица, 18 к3",53.8669902,27.6834381,2016-05-11
"Ангарская улица, 18 к4",53.8676038,27.6828166,2016-05-11
"Ангарская улица, 209",53.8855972,27.6723456,2016-05-11
"Ангарская улица, 20 к1",53.8667929,27.6844308,2016-05-11
"Ангарская улица, 20 к2",53.8662003,27.6848678,2016-05-11
"Ангарская улица, 20 к3",53.8665756,27.6862164,2016-05-11
"Ангарская улица, 20 к4",53.8669931,27.6853857,2016-05-11
"Ангарская улица, 211",53.8857271,27.6721772,2016-05-11
"Ангарская улица, 213",53.8859083,27.6719484,2016-05-11
"Ангарская улица, 215",53.8863794,27.6713533,2016-05-11
"Ангарская улица, 217",53.8866582,27.6709411,2016-05-11
"Ангарская улица, 22",53.8681267,27.683569,2016-05-11
"Ангарская улица, 221",53.8868936,27.6705927,2016-05-11
"Ангарская улица, 223",53.8870184,27.6704159,2016-05-11
"Ангарская улица, 225",53.8871671,27.6702086,2016-05-11
"Ангарская улица, 227",53.8873042,27.6700535,2016-05-11
"Ангарская улица, 229",53.8874686,27.6698324,2016-05-11
"Ангарская улица, 24",53.8678092,27.6848537,2016-05-11
"Ангарская улица, 25",53.8684811,27.6815391,2016-05-11
"Ангарская улица, 26 к1",53.8690835,27.6829727,2016-05-11
"Ангарская улица, 26 к2",53.8686525,27.6838071,2016-05-11
"Ангарская улица, 27",53.8686571,27.6817245,2016-05-11
"Ангарская улица, 28",53.8682974,27.6825315,2016-05-11
"Ангарская улица, 29",53.8688292,27.6818225,2016-05-11
"Ангарская улица, 2 к1",53.8631488,27.6786425,2016-05-11
"Ангарская улица, 2 к2",53.8627144,27.6787508,2016-05-11
"Ангарская улица, 30",53.869566,27.6841858,2016-05-11
"Ангарская улица, 31",53.8690391,27.6819618,2016-05-11
"Ангарская улица, 33",53.8692491,27.6821253,2016-05-11
"Ангарская улица, 34",53.8719512,27.6846866,2016-05-11
"Ангарская улица, 35",53.8694412,27.6822029,2016-05-11
"Ангарская улица, 36",53.8711803,27.6847018,2016-05-11
"Ангарская улица, 37",53.8696308,27.6823757,2016-05-11
"Ангарская улица, 38",53.8730429,27.6849018,2016-05-11
"Ангарская улица, 38 к2",53.8715132,27.6849643,2016-05-11
"Ангарская улица, 39",53.869777,27.6824456,2016-05-11
"Ангарская улица, 3 к1",53.8630162,27.6748451,2016-05-11
"Ангарская улица, 3 к2",53.8632947,27.674802,2016-05-11
"Ангарская улица, 3 к3",53.8635781,27.673993,2016-05-11
"Ангарская улица, 40",53.8719185,27.6849192,2016-05-11
"Ангарская улица, 41",53.8700394,27.6826512,2016-05-11
"Ангарская улица, 42",53.8721251,27.6870866,2016-05-11
"Ангарская улица, 43",53.8703746,27.6828787,2016-05-11
"Ангарская улица, 45",53.8706186,27.6830755,2016-05-11
"Ангарская улица, 47",53.87078,27.683176,2016-05-11
"Ангарская улица, 48",53.8749574,27.6873004,2016-05-11
